,date,entity,classification,softmax,article_count
4514,2023-10-12,FRC,NEUTRAL,"{'positive': 0.0010657906386768445, 'neutral': 0.9216823875904083, 'negative': 0.0772518296726048}",1
4515,2023-10-12,HAS,NEUTRAL,"{'positive': 0.019430573238608827, 'neutral': 0.9177924227165233, 'negative': 0.06277700990937483}",9
4516,2023-10-12,IT,NEUTRAL,"{'positive': 0.006177712454114549, 'neutral': 0.9283600810673778, 'negative': 0.0654622204819774}",12
4517,2023-10-12,LOW,NEGATIVE,"{'positive': 0.0024533517425879836, 'neutral': 0.025314477272331715, 'negative': 0.9722321927547455}",1
4518,2023-10-12,MET,NEUTRAL,"{'positive': 0.001459021819755435, 'neutral': 0.9977271556854248, 'negative': 0.000813807564554736}",1
4519,2023-10-12,NOW,NEUTRAL,"{'positive': 0.012370980344712734, 'neutral': 0.9781078100204468, 'negative': 0.009521241765469313}",1
4520,2023-10-12,O,NEUTRAL,"{'positive': 0.0003996389277745038, 'neutral': 0.9959628283977509, 'negative': 0.003637521294876933}",1
4521,2023-10-12,ON,NEUTRAL,"{'positive': 0.04824443743288792, 'neutral': 0.7344303992124813, 'negative': 0.21732516675402666}",16
4522,2023-10-12,RE,NEUTRAL,"{'positive': 0.01564864395186305, 'neutral': 0.9798558453718821, 'negative': 0.0044954875484108925}",3
4523,2023-10-12,SO,NEGATIVE,"{'positive': 0.01480300873026863, 'neutral': 0.3486466445028782, 'negative': 0.6365503764827736}",4
4524,2023-10-12,TGT,NEUTRAL,"{'positive': 0.00327650043182075, 'neutral': 0.9913510143756866, 'negative': 0.005372443480882794}",5
4525,2023-10-12,WM,NEUTRAL,"{'positive': 0.014066246338188648, 'neutral': 0.9508345723152161, 'negative': 0.035099126398563385}",1
4526,2023-10-13,A,NEUTRAL,"{'positive': 0.022511592542904735, 'neutral': 0.8014551943750771, 'negative': 0.17603321713809908}",17
4527,2023-10-13,ALL,NEUTRAL,"{'positive': 0.041609540557449996, 'neutral': 0.9555598745743434, 'negative': 0.0028305935751025873}",2
4528,2023-10-13,ARE,NEUTRAL,"{'positive': 0.006366324274858925, 'neutral': 0.8362835907377303, 'negative': 0.15735012063378234}",4
4529,2023-10-13,ATVI,NEUTRAL,"{'positive': 0.04552929571339822, 'neutral': 0.9441675742467244, 'negative': 0.010303148398331057}",2
4530,2023-10-13,CMA,NEUTRAL,"{'positive': 0.002743189271155094, 'neutral': 0.9966620769765642, 'negative': 0.0005947344444206146}",2
4531,2023-10-13,COST,NEUTRAL,"{'positive': 0.15247968211770058, 'neutral': 0.5623372942209244, 'negative': 0.2851830627769232}",1
4532,2023-10-13,D,NEUTRAL,"{'positive': 0.0037753412034362555, 'neutral': 0.8737612366676331, 'negative': 0.12246342748403549}",1
4533,2023-10-13,HAS,NEUTRAL,"{'positive': 0.04062003117788288, 'neutral': 0.9025168961675281, 'negative': 0.05686306117128754}",6
4534,2023-10-13,IT,NEUTRAL,"{'positive': 0.01492825231598333, 'neutral': 0.8637879638011178, 'negative': 0.1212837855536343}",15
4535,2023-10-13,JPM,NEUTRAL,"{'positive': 0.0013042620848864317, 'neutral': 0.9178773462772369, 'negative': 0.08081839233636856}",1
4536,2023-10-13,META,NEUTRAL,"{'positive': 0.0033627274193956205, 'neutral': 0.621227408448855, 'negative': 0.3754098595042403}",1
4537,2023-10-13,MSFT,NEUTRAL,"{'positive': 0.009538208719667247, 'neutral': 0.912257816465128, 'negative': 0.07820396511704616}",2
4538,2023-10-13,NOW,NEUTRAL,"{'positive': 0.006528692611027509, 'neutral': 0.9805259704589844, 'negative': 0.012945379130542278}",1
4539,2023-10-13,ON,NEUTRAL,"{'positive': 0.0952248845887235, 'neutral': 0.6446734395861212, 'negative': 0.2601016818317917}",15
4540,2023-10-13,RE,NEUTRAL,"{'positive': 0.006914221485203598, 'neutral': 0.9341714940965176, 'negative': 0.058914302368066274}",4
4541,2023-10-13,SEE,NEUTRAL,"{'positive': 0.0012260648654773831, 'neutral': 0.9776284098625183, 'negative': 0.021145455539226532}",1
4542,2023-10-13,TGT,NEUTRAL,"{'positive': 0.003383548420970328, 'neutral': 0.9820204973220825, 'negative': 0.014595980406738818}",2
4543,2023-10-13,WELL,NEUTRAL,"{'positive': 0.002009532880038023, 'neutral': 0.9972822964191437, 'negative': 0.0007082281517796218}",1
4544,2023-10-14,A,NEUTRAL,"{'positive': 0.01399164142747664, 'neutral': 0.8378769788027038, 'negative': 0.14813137812049476}",4
4545,2023-10-14,ALL,NEUTRAL,"{'positive': 0.002451605862006545, 'neutral': 0.9960868954658508, 'negative': 0.0014615377876907587}",1
4546,2023-10-14,ARE,NEUTRAL,"{'positive': 0.0031473967974307016, 'neutral': 0.7007922013290226, 'negative': 0.2960604060062906}",4
4547,2023-10-14,HAS,NEUTRAL,"{'positive': 0.21938674493382374, 'neutral': 0.5728846548332108, 'negative': 0.20772864150704762}",3
4548,2023-10-14,IT,NEUTRAL,"{'positive': 0.054438771385535156, 'neutral': 0.8301015802494743, 'negative': 0.11545964189509486}",4
4549,2023-10-14,KEY,NEUTRAL,"{'positive': 0.0006492058746516705, 'neutral': 0.9960548877716064, 'negative': 0.0032958074007183313}",1
4550,2023-10-14,NOW,NEUTRAL,"{'positive': 0.36927850047747296, 'neutral': 0.561089833577474, 'negative': 0.0696316584944725}",1
4551,2023-10-14,ON,NEUTRAL,"{'positive': 0.0016677612995004488, 'neutral': 0.9415769166416593, 'negative': 0.05675532482860107}",3
4552,2023-10-14,TGT,NEUTRAL,"{'positive': 0.0012893900275230408, 'neutral': 0.98473060131073, 'negative': 0.013980035670101643}",1
4553,2023-10-15,A,NEUTRAL,"{'positive': 0.015289626641776783, 'neutral': 0.839117497683598, 'negative': 0.14559289075833493}",9
4554,2023-10-15,ALL,NEUTRAL,"{'positive': 0.021106145913816158, 'neutral': 0.9765782985422345, 'negative': 0.0023155906561037735}",3
4555,2023-10-15,ARE,NEUTRAL,"{'positive': 0.0035597043520066932, 'neutral': 0.9188675538947185, 'negative': 0.07757274712561671}",4
4556,2023-10-15,GOOG,NEUTRAL,"{'positive': 0.4357857146339181, 'neutral': 0.5597094297409058, 'negative': 0.0045048250661542015}",1
4557,2023-10-15,GOOGL,NEUTRAL,"{'positive': 0.4357857146339181, 'neutral': 0.5597094297409058, 'negative': 0.0045048250661542015}",1
4558,2023-10-15,HAS,NEUTRAL,"{'positive': 0.027418120832104854, 'neutral': 0.5769719084103903, 'negative': 0.39560998081772897}",4
4559,2023-10-15,IT,NEUTRAL,"{'positive': 0.04317024121096077, 'neutral': 0.8660576558775371, 'negative': 0.09077208657279641}",7
4560,2023-10-15,META,NEGATIVE,"{'positive': 0.0005991669604554772, 'neutral': 0.024853652343153954, 'negative': 0.9745472073554993}",1
4561,2023-10-15,NOW,NEUTRAL,"{'positive': 0.0005589204374700785, 'neutral': 0.9986286163330078, 'negative': 0.0008124946907628328}",1
4562,2023-10-15,ON,NEUTRAL,"{'positive': 0.03015087530019671, 'neutral': 0.8672524411231279, 'negative': 0.10259667905102972}",8
4563,2023-10-15,SEE,POSITIVE,"{'positive': 0.6786493360996246, 'neutral': 0.27548983693122864, 'negative': 0.0458607766777277}",1
4564,2023-10-15,SO,NEUTRAL,"{'positive': 0.00994514571793843, 'neutral': 0.9746264159679413, 'negative': 0.015428436652291566}",1
4565,2023-10-15,TECH,NEGATIVE,"{'positive': 0.0022559372009709477, 'neutral': 0.2712007164955139, 'negative': 0.7265433371067047}",1
4566,2023-10-15,TGT,NEUTRAL,"{'positive': 0.14823602460091934, 'neutral': 0.8350210785865784, 'negative': 0.016742886509746313}",1
4567,2023-10-16,A,NEUTRAL,"{'positive': 0.09140163092645773, 'neutral': 0.7333551809413693, 'negative': 0.1752431815444}",15
4568,2023-10-16,ARE,NEUTRAL,"{'positive': 0.01184793406104494, 'neutral': 0.9173101929162112, 'negative': 0.070841887456165}",7
4569,2023-10-16,DOW,NEUTRAL,"{'positive': 0.05070788785815239, 'neutral': 0.6566451191902161, 'negative': 0.29264703392982483}",1
4570,2023-10-16,GOOG,POSITIVE,"{'positive': 0.6456296443939209, 'neutral': 0.3523401618003845, 'negative': 0.0020301518961787224}",1
4571,2023-10-16,GOOGL,POSITIVE,"{'positive': 0.6456296443939209, 'neutral': 0.3523401618003845, 'negative': 0.0020301518961787224}",1
4572,2023-10-16,HAS,NEUTRAL,"{'positive': 0.2109611281460951, 'neutral': 0.7206392057210159, 'negative': 0.06839965678089543}",10
4573,2023-10-16,IT,NEUTRAL,"{'positive': 0.09331998249836033, 'neutral': 0.6876493625342845, 'negative': 0.21903066021077394}",10
4574,2023-10-16,META,NEUTRAL,"{'positive': 0.2854589819908142, 'neutral': 0.47916388511657715, 'negative': 0.23537713289260864}",1
4575,2023-10-16,MPC,NEUTRAL,"{'positive': 0.0008157280390150845, 'neutral': 0.9960110187530518, 'negative': 0.0031732358038425446}",1
4576,2023-10-16,MSFT,NEUTRAL,"{'positive': 0.004956898279488087, 'neutral': 0.9919653534889221, 'negative': 0.0030777195934206247}",1
4577,2023-10-16,NOW,NEUTRAL,"{'positive': 0.017196621294715442, 'neutral': 0.9715019464492798, 'negative': 0.011301399111592522}",2
4578,2023-10-16,ON,NEUTRAL,"{'positive': 0.053128867919784106, 'neutral': 0.8332359242492531, 'negative': 0.11363520085819169}",13
4579,2023-10-16,PM,NEUTRAL,"{'positive': 0.000496540786116384, 'neutral': 0.9989542961120605, 'negative': 0.0005492236959980801}",1
4580,2023-10-16,SEE,NEUTRAL,"{'positive': 0.3396566372102825, 'neutral': 0.6241102442145348, 'negative': 0.0362331229262054}",2
4581,2023-10-16,SO,NEUTRAL,"{'positive': 0.0008491893240716308, 'neutral': 0.9910444617271423, 'negative': 0.008106393739581108}",1
4582,2023-10-16,TECH,NEGATIVE,"{'positive': 0.0017953365459106863, 'neutral': 0.30245277285575867, 'negative': 0.6957519054412842}",1
4583,2023-10-16,TGT,NEUTRAL,"{'positive': 0.09958017892980327, 'neutral': 0.8646698527865939, 'negative': 0.035749998499846294}",3
4584,2023-10-17,A,NEUTRAL,"{'positive': 0.09533543238524514, 'neutral': 0.6774207032807498, 'negative': 0.2272438666803352}",16
4585,2023-10-17,AAPL,NEUTRAL,"{'positive': 0.014708453963976353, 'neutral': 0.9765479862689972, 'negative': 0.008743565063923597}",1
4586,2023-10-17,ALL,NEUTRAL,"{'positive': 0.06478780104468267, 'neutral': 0.87997434536616, 'negative': 0.0552378485299414}",6
4587,2023-10-17,ARE,NEUTRAL,"{'positive': 0.02681313156405368, 'neutral': 0.8245251150634384, 'negative': 0.14866176976666715}",9
4588,2023-10-17,BALL,NEUTRAL,"{'positive': 0.03078374918550253, 'neutral': 0.9638136029243469, 'negative': 0.005402666050940752}",1
4589,2023-10-17,CMA,NEUTRAL,"{'positive': 0.0007981153612490743, 'neutral': 0.9925395846366882, 'negative': 0.006662343395873904}",1
4590,2023-10-17,GOOG,NEUTRAL,"{'positive': 0.1144752232875261, 'neutral': 0.8845910926659902, 'negative': 0.0009336859544014765}",1
4591,2023-10-17,GOOGL,NEUTRAL,"{'positive': 0.1144752232875261, 'neutral': 0.8845910926659902, 'negative': 0.0009336859544014765}",1
4592,2023-10-17,GS,NEUTRAL,"{'positive': 0.23477724083932117, 'neutral': 0.7497941330075264, 'negative': 0.015428591264935676}",2
4593,2023-10-17,HAS,NEUTRAL,"{'positive': 0.12518299596954927, 'neutral': 0.7024129970553118, 'negative': 0.17240399727161276}",10
4594,2023-10-17,IT,NEUTRAL,"{'positive': 0.0922849725525139, 'neutral': 0.8504991916134517, 'negative': 0.05721583631967659}",13
4595,2023-10-17,LOW,NEGATIVE,"{'positive': 0.002463914919644594, 'neutral': 0.025265740230679512, 'negative': 0.9722703695297241}",1
4596,2023-10-17,META,NEUTRAL,"{'positive': 0.0007519168624033531, 'neutral': 0.9957113663355509, 'negative': 0.003536726968983809}",1
4597,2023-10-17,NOW,NEUTRAL,"{'positive': 0.1577933382395713, 'neutral': 0.8391380086541176, 'negative': 0.0030686627724207938}",2
4598,2023-10-17,ON,NEUTRAL,"{'positive': 0.05846632049640267, 'neutral': 0.8533737089778448, 'negative': 0.08815997329199256}",14
4599,2023-10-17,RE,NEUTRAL,"{'positive': 0.0018996835860889405, 'neutral': 0.9748670309782028, 'negative': 0.023233301006257534}",2
4600,2023-10-17,SEE,NEUTRAL,"{'positive': 0.0017626973567530513, 'neutral': 0.9972223937511444, 'negative': 0.0010149121226277202}",1
4601,2023-10-17,SO,NEUTRAL,"{'positive': 0.0017026144487317652, 'neutral': 0.992415651679039, 'negative': 0.005881714285351336}",1
4602,2023-10-17,UBER,NEUTRAL,"{'positive': 0.06461354875355027, 'neutral': 0.8720939815044403, 'negative': 0.06329244431108236}",1
4603,2023-10-18,A,NEUTRAL,"{'positive': 0.04402898739635103, 'neutral': 0.8165505083854916, 'negative': 0.13942050646573934}",18
4604,2023-10-18,ALL,NEUTRAL,"{'positive': 0.2609091478574555, 'neutral': 0.7304379443327585, 'negative': 0.008652908735287686}",3
4605,2023-10-18,AMZN,NEUTRAL,"{'positive': 0.045093624969013035, 'neutral': 0.9540235847234726, 'negative': 0.0008827792989904992}",1
4606,2023-10-18,ARE,NEUTRAL,"{'positive': 0.0025117844411755327, 'neutral': 0.6674817936670123, 'negative': 0.33000641320356605}",10
4607,2023-10-18,COST,NEGATIVE,"{'positive': 0.30338630080223083, 'neutral': 0.1734839379787445, 'negative': 0.5231297612190247}",1
4608,2023-10-18,GOOG,NEUTRAL,"{'positive': 0.014717135578393936, 'neutral': 0.9848265647888184, 'negative': 0.0004563381662592292}",1
4609,2023-10-18,GOOGL,NEUTRAL,"{'positive': 0.014717135578393936, 'neutral': 0.9848265647888184, 'negative': 0.0004563381662592292}",1
4610,2023-10-18,HAS,NEUTRAL,"{'positive': 0.16800770913908744, 'neutral': 0.7358723489401169, 'negative': 0.09611993886778977}",9
4611,2023-10-18,IT,NEUTRAL,"{'positive': 0.008610999992214733, 'neutral': 0.7123959322000339, 'negative': 0.2789930656764119}",12
4612,2023-10-18,LOW,NEUTRAL,"{'positive': 0.0029752387199550867, 'neutral': 0.6134072840213776, 'negative': 0.38361750543117523}",1
4613,2023-10-18,MET,NEUTRAL,"{'positive': 0.08921987219946459, 'neutral': 0.7297474890947342, 'negative': 0.18103260826319456}",1
4614,2023-10-18,META,NEUTRAL,"{'positive': 0.0005019706025320504, 'neutral': 0.9924741046769279, 'negative': 0.007023929817868131}",1
4615,2023-10-18,MPC,NEUTRAL,"{'positive': 0.00042060852283611896, 'neutral': 0.9990433335304261, 'negative': 0.0005360793555155396}",1
4616,2023-10-18,ON,NEUTRAL,"{'positive': 0.03068896345861612, 'neutral': 0.7604350372503427, 'negative': 0.20887600752552063}",15
4617,2023-10-18,SEE,NEUTRAL,"{'positive': 0.0007279494893737137, 'neutral': 0.9985520541667938, 'negative': 0.0007200031104730442}",1
4618,2023-10-18,SO,NEUTRAL,"{'positive': 0.0020133607904426754, 'neutral': 0.5310474137465159, 'negative': 0.4669392446715695}",2
4619,2023-10-18,TGT,NEUTRAL,"{'positive': 0.005540129799757981, 'neutral': 0.961681549747785, 'negative': 0.03277831679830948}",6
4620,2023-10-19,A,NEUTRAL,"{'positive': 0.05258907427092847, 'neutral': 0.760123716130507, 'negative': 0.18728720903819984}",17
4621,2023-10-19,AMZN,NEUTRAL,"{'positive': 0.05286770355887711, 'neutral': 0.9459179997444153, 'negative': 0.001214275835081935}",2
4622,2023-10-19,ARE,NEUTRAL,"{'positive': 0.0019579232424231513, 'neutral': 0.6867047804717662, 'negative': 0.3113372942881792}",5
4623,2023-10-19,CVS,NEUTRAL,"{'positive': 0.4967685859883204, 'neutral': 0.49734005704522133, 'negative': 0.005891360808163881}",1
4624,2023-10-19,HAS,NEUTRAL,"{'positive': 0.0971295472521998, 'neutral': 0.7673213600769, 'negative': 0.13554908866947635}",11
4625,2023-10-19,IT,NEUTRAL,"{'positive': 0.008557172424344646, 'neutral': 0.726554940709062, 'negative': 0.26488788224418736}",14
4626,2023-10-19,LOW,NEUTRAL,"{'positive': 0.002988867461681366, 'neutral': 0.612138420343399, 'negative': 0.3848727345466614}",1
4627,2023-10-19,NOW,NEUTRAL,"{'positive': 0.0008530140670094019, 'neutral': 0.9857122699419657, 'negative': 0.013434726376241693}",3
4628,2023-10-19,ON,NEUTRAL,"{'positive': 0.015711771307478754, 'neutral': 0.7682915807368514, 'negative': 0.21599664869970234}",12
4629,2023-10-19,RE,NEUTRAL,"{'positive': 0.001319332339335233, 'neutral': 0.7982402443885803, 'negative': 0.20044042699090722}",1
4630,2023-10-19,SO,NEUTRAL,"{'positive': 0.001062753755832091, 'neutral': 0.526350162923336, 'negative': 0.4725871072150767}",1
4631,2023-10-19,TGT,NEUTRAL,"{'positive': 0.004050817573443055, 'neutral': 0.9801235198974609, 'negative': 0.015825645066797733}",2
4632,2023-10-19,V,NEUTRAL,"{'positive': 0.0025082636663379767, 'neutral': 0.9859228663974338, 'negative': 0.011568871184459163}",1
4633,2023-10-20,A,NEUTRAL,"{'positive': 0.09019365073275029, 'neutral': 0.7630705389553754, 'negative': 0.14673581179438053}",13
4634,2023-10-20,ALL,NEUTRAL,"{'positive': 0.0036180175957269967, 'neutral': 0.9570290148258209, 'negative': 0.03935302700847387}",1
4635,2023-10-20,ARE,NEUTRAL,"{'positive': 0.05123080523719872, 'neutral': 0.8527178739633079, 'negative': 0.09605132085467159}",9
4636,2023-10-20,C,NEUTRAL,"{'positive': 0.1524159386754036, 'neutral': 0.8361591100692749, 'negative': 0.011424942407757044}",1
4637,2023-10-20,COST,NEUTRAL,"{'positive': 0.0017835022881627083, 'neutral': 0.995639443397522, 'negative': 0.0025770070496946573}",1
4638,2023-10-20,HAS,NEUTRAL,"{'positive': 0.04059086596543138, 'neutral': 0.876781424256559, 'negative': 0.08262770848491023}",6
4639,2023-10-20,IT,NEUTRAL,"{'positive': 0.13173578478038378, 'neutral': 0.6974457754021776, 'negative': 0.17081845434094292}",7
4640,2023-10-20,META,NEUTRAL,"{'positive': 0.0009203145552116135, 'neutral': 0.9674744009971619, 'negative': 0.031605319546846054}",1
4641,2023-10-20,NOW,NEUTRAL,"{'positive': 0.0010804767371155322, 'neutral': 0.9485305845737457, 'negative': 0.05038890987634659}",1
4642,2023-10-20,ON,NEUTRAL,"{'positive': 0.07103907984470853, 'neutral': 0.6628997623624905, 'negative': 0.2660611528858503}",12
4643,2023-10-20,RE,NEUTRAL,"{'positive': 0.0012483544705901295, 'neutral': 0.9965907037258148, 'negative': 0.002161023730877787}",2
4644,2023-10-20,SEE,NEUTRAL,"{'positive': 0.001823870319640264, 'neutral': 0.5745759606361389, 'negative': 0.4236001643585041}",2
4645,2023-10-20,SO,NEUTRAL,"{'positive': 0.002057194222288672, 'neutral': 0.9874650835990906, 'negative': 0.010477707284735516}",2
4646,2023-10-20,TGT,NEUTRAL,"{'positive': 0.09574085306667257, 'neutral': 0.8313103690743446, 'negative': 0.07294878785614856}",4
4647,2023-10-20,WELL,POSITIVE,"{'positive': 0.7348961532115936, 'neutral': 0.2620043605566025, 'negative': 0.00309955223929137}",2
4648,2023-10-21,A,NEUTRAL,"{'positive': 0.18209430684685515, 'neutral': 0.7090316158297041, 'negative': 0.10887407807112132}",8
4649,2023-10-21,AMZN,NEUTRAL,"{'positive': 0.00987366313347593, 'neutral': 0.9878964573144913, 'negative': 0.002229844991234131}",1
4650,2023-10-21,ARE,NEUTRAL,"{'positive': 0.14058308389974714, 'neutral': 0.8065531124944784, 'negative': 0.052863799364468646}",6
4651,2023-10-21,BRO,NEUTRAL,"{'positive': 0.1343797892332077, 'neutral': 0.8647897839546204, 'negative': 0.0008304130751639605}",1
4652,2023-10-21,GOOG,NEUTRAL,"{'positive': 0.001218401303049177, 'neutral': 0.9962883591651917, 'negative': 0.002493301872164011}",1
4653,2023-10-21,GOOGL,NEUTRAL,"{'positive': 0.001218401303049177, 'neutral': 0.9962883591651917, 'negative': 0.002493301872164011}",1
4654,2023-10-21,HAS,NEUTRAL,"{'positive': 0.2543902274984349, 'neutral': 0.7204621616337034, 'negative': 0.025147598689525496}",6
4655,2023-10-21,IT,NEUTRAL,"{'positive': 0.0013001009834364855, 'neutral': 0.7124405249376737, 'negative': 0.2862593903583253}",7
4656,2023-10-21,NOW,NEUTRAL,"{'positive': 0.0011115726083517075, 'neutral': 0.9172161817550659, 'negative': 0.0816723182797432}",1
4657,2023-10-21,ON,NEUTRAL,"{'positive': 0.25336896296791983, 'neutral': 0.642172710464469, 'negative': 0.10445834134151237}",7
4658,2023-10-21,RE,NEUTRAL,"{'positive': 0.001709161268081516, 'neutral': 0.9733321964740753, 'negative': 0.024958648718893528}",1
4659,2023-10-21,TECH,NEGATIVE,"{'positive': 0.001794361276552081, 'neutral': 0.30284225940704346, 'negative': 0.6953634023666382}",1
4660,2023-10-21,TGT,NEUTRAL,"{'positive': 0.0008205528429243714, 'neutral': 0.9835273921489716, 'negative': 0.015652047470211983}",2
4661,2023-10-22,A,NEUTRAL,"{'positive': 0.0033875028574728875, 'neutral': 0.7950239885737395, 'negative': 0.20158850344542303}",7
4662,2023-10-22,AMZN,NEUTRAL,"{'positive': 0.14693776207665601, 'neutral': 0.44336315253306, 'negative': 0.40969907128739924}",1
4663,2023-10-22,ARE,NEUTRAL,"{'positive': 0.03412914155277476, 'neutral': 0.8160090279248026, 'negative': 0.14986184595359694}",5
4664,2023-10-22,COST,NEGATIVE,"{'positive': 0.30328671634197235, 'neutral': 0.17271359264850616, 'negative': 0.5239996612071991}",1
4665,2023-10-22,HAS,NEUTRAL,"{'positive': 0.0006306999246589839, 'neutral': 0.9326076865196228, 'negative': 0.06676164828240871}",2
4666,2023-10-22,IT,NEUTRAL,"{'positive': 0.022776447360462297, 'neutral': 0.7760155483822286, 'negative': 0.20120801586978784}",7
4667,2023-10-22,ON,NEUTRAL,"{'positive': 0.033935020358176464, 'neutral': 0.8645360045925234, 'negative': 0.10152896838994684}",6
4668,2023-10-22,RE,NEUTRAL,"{'positive': 0.0015417079557664692, 'neutral': 0.9957771599292755, 'negative': 0.002681204117834568}",1
4669,2023-10-22,TGT,NEUTRAL,"{'positive': 0.0027407353530482697, 'neutral': 0.9915740291277568, 'negative': 0.005685245230173072}",2
4670,2023-10-23,A,NEUTRAL,"{'positive': 0.04782524370016471, 'neutral': 0.8486256278577498, 'negative': 0.10354913258806696}",7
4671,2023-10-23,ALL,NEUTRAL,"{'positive': 0.10194572880088042, 'neutral': 0.7970497806866964, 'negative': 0.10100444747755925}",1
4672,2023-10-23,ARE,NEUTRAL,"{'positive': 0.02437076688602713, 'neutral': 0.9293534681692228, 'negative': 0.046275775708292693}",4
4673,2023-10-23,CVX,NEUTRAL,"{'positive': 0.012018999878949086, 'neutral': 0.9860115636672293, 'negative': 0.0019694312930888763}",2
4674,2023-10-23,EL,NEUTRAL,"{'positive': 0.0012106721405871212, 'neutral': 0.6002340018749237, 'negative': 0.3985553573584184}",1
4675,2023-10-23,HAS,NEUTRAL,"{'positive': 0.029020971045570654, 'neutral': 0.7928181551465833, 'negative': 0.17816089002953958}",6
4676,2023-10-23,HES,NEUTRAL,"{'positive': 0.009605638575158082, 'neutral': 0.8961142212152481, 'negative': 0.09428015730227343}",2
4677,2023-10-23,HON,NEUTRAL,"{'positive': 0.004073865806276444, 'neutral': 0.9940723031759262, 'negative': 0.0018538714211899787}",2
4678,2023-10-23,IT,NEUTRAL,"{'positive': 0.012558745492976857, 'neutral': 0.8309730079441481, 'negative': 0.15646825463988343}",6
4679,2023-10-23,LOW,NEGATIVE,"{'positive': 0.04120872728526592, 'neutral': 0.26978105306625366, 'negative': 0.6890102326869965}",1
4680,2023-10-23,MET,NEUTRAL,"{'positive': 0.0007550589507445693, 'neutral': 0.9849004745483398, 'negative': 0.014344423078000546}",1
4681,2023-10-23,ON,NEUTRAL,"{'positive': 0.059952630615542894, 'neutral': 0.6179275383488024, 'negative': 0.32211981272454365}",6
4682,2023-10-23,RE,NEUTRAL,"{'positive': 0.000558332831133157, 'neutral': 0.9969447255134583, 'negative': 0.0024969533551484346}",1
4683,2023-10-23,SO,NEUTRAL,"{'positive': 0.002387954300502315, 'neutral': 0.9177588671445847, 'negative': 0.07985319732688367}",1
4684,2023-10-23,TECH,NEGATIVE,"{'positive': 0.0015532634570263326, 'neutral': 0.15264338871929795, 'negative': 0.8458033204078674}",1
4685,2023-10-23,TGT,NEUTRAL,"{'positive': 0.0031686187721788883, 'neutral': 0.9918431639671326, 'negative': 0.004988209344446659}",1
4686,2023-10-23,TSLA,NEUTRAL,"{'positive': 0.0004446298989932984, 'neutral': 0.9850569466749827, 'negative': 0.014498421379054586}",1
4687,2023-10-24,A,NEUTRAL,"{'positive': 0.08275998710561822, 'neutral': 0.7890230119410668, 'negative': 0.12821699922826998}",13
4688,2023-10-24,ALL,NEUTRAL,"{'positive': 0.0021766466088593006, 'neutral': 0.9841104745864868, 'negative': 0.01371282059699297}",1
4689,2023-10-24,ARE,NEUTRAL,"{'positive': 0.07552518009376034, 'neutral': 0.6789140838648187, 'negative': 0.2455607311804874}",7
4690,2023-10-24,COST,NEUTRAL,"{'positive': 0.002561378641985357, 'neutral': 0.9956382811069489, 'negative': 0.001800304336939007}",1
4691,2023-10-24,GOOG,NEUTRAL,"{'positive': 0.01149921272493278, 'neutral': 0.8691483745661874, 'negative': 0.11935238913380697}",3
4692,2023-10-24,GOOGL,NEUTRAL,"{'positive': 0.01149921272493278, 'neutral': 0.8691483745661874, 'negative': 0.11935238913380697}",3
4693,2023-10-24,HAS,NEUTRAL,"{'positive': 0.13380830301944766, 'neutral': 0.8621581778639839, 'negative': 0.004033540104587918}",7
4694,2023-10-24,IT,NEUTRAL,"{'positive': 0.0264541614461506, 'neutral': 0.7984887534020648, 'negative': 0.17505709479463916}",13
4695,2023-10-24,LOW,NEGATIVE,"{'positive': 0.03527704874674479, 'neutral': 0.46764297286669415, 'negative': 0.4970799908041954}",1
4696,2023-10-24,META,NEUTRAL,"{'positive': 0.17437965207500383, 'neutral': 0.7049470562487841, 'negative': 0.12067333020968363}",1
4697,2023-10-24,MSFT,POSITIVE,"{'positive': 0.6083531975746155, 'neutral': 0.3350265920162201, 'negative': 0.056620215997099876}",1
4698,2023-10-24,NOW,NEUTRAL,"{'positive': 0.0025979297352023423, 'neutral': 0.9766136705875397, 'negative': 0.020788428897503763}",2
4699,2023-10-24,ON,NEUTRAL,"{'positive': 0.06558169583621515, 'neutral': 0.9115266697865164, 'negative': 0.022891629752234}",11
4700,2023-10-24,SO,NEUTRAL,"{'positive': 0.0220632926793769, 'neutral': 0.9285967946052551, 'negative': 0.04933990724384785}",1
4701,2023-10-24,TECH,NEGATIVE,"{'positive': 0.0013006699155084789, 'neutral': 0.0027210890548303723, 'negative': 0.9959782660007477}",1
4702,2023-10-24,TGT,NEUTRAL,"{'positive': 0.0028787474147975445, 'neutral': 0.9811954299608866, 'negative': 0.01592579980691274}",3
4703,2023-10-24,WELL,POSITIVE,"{'positive': 0.7350866198539734, 'neutral': 0.2617834806442261, 'negative': 0.0031298615504056215}",1
4704,2023-10-25,A,NEUTRAL,"{'positive': 0.15485663892878046, 'neutral': 0.7132848379158575, 'negative': 0.13185852378533508}",13
4705,2023-10-25,ALL,NEUTRAL,"{'positive': 0.002322279935469851, 'neutral': 0.9888694634040196, 'negative': 0.008808267613252003}",2
4706,2023-10-25,AMZN,NEUTRAL,"{'positive': 0.0023291880497708917, 'neutral': 0.997098982334137, 'negative': 0.0005718319152947515}",1
4707,2023-10-25,ARE,NEUTRAL,"{'positive': 0.04847614582435603, 'neutral': 0.8036244469798274, 'negative': 0.14789940054357026}",8
